A,B,f,ANAME,ANFOL,AFNAME,ADESCRIPTION,BNAME,BNFOL,BFNAME,BDESCRIPTION
789773474114011137,1153273982168313857,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-"
789773474114011137,1182764439902281729,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,GaucheMafia,4463,LaGaucheMafia,#Patriote #Souverainiste #Chrétien ✝️🇫🇷✡ Pro #Poutine🇷🇺 #Trump🇺🇲 #MAGA #Israel🇮🇱 #Pologne🇵🇱 #Czech🇨🇿 #Orbán🇭🇺 #Salvini🇮🇹 #Zemmour🇫🇷 #Z
789773474114011137,1209076624777523201,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,VivienG2610,35,,"▪ Gaulliste ☨ | Chrétien ✝️ 
▪ Conseiller Inter-Quartiers de Caen 👨‍💼
▪ Engagé en politique pour la France  🇫🇷 #LR | #AvecAubert | #AuNomdelaFrance"
789773474114011137,1209148204622786561,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,Geo31777123,24,Le Geo ن,"Breton-Francais-Catholique [-]

ن

Vu l’allure de mon profil ça va en choquer certains  mais je suis pour l’égalité homme femme

DEUS MAGNUS 

 ن"
789773474114011137,1635233568,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,BrunoBilde,8453,Bruno Bilde,Député RN du Pas-de-Calais | Conseiller spécial de @MLP_officiel
789773474114011137,2770357902,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,LeroyPhilippe_,3088,,Adhérent Siel et Cnre
789773474114011137,304858372,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,lorquaphilip,3955,Maximus Decimus,"Général des armées romaines, commandant des légions Félix..."
789773474114011137,3059051375,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,EleonoreBez,8236,Eléonore Bez,"Conseillère régionale #PACA - Vice-présidente du Groupe @rn_paca - Déléguée départementale adjointe du @RNational13, Tête de liste RN 9ème et 10ème #Marseille"
789773474114011137,3425708229,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,Skyraptor81,990,,"20 ans. Supporter du Castres Olympique. J'aime l'histoire, l'astronomie et plein d'autres truc."
789773474114011137,53224286,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,Sifaoui,39295,,Journaliste-Écrivain-Réalisateur. Directeur du magazine «Contre-TERRORISME» - Mes opinions m’engagent contre l’islamisme
789773474114011137,703956100098486272,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,BetraMaurice,1342,,None
789420103787958272,63117960,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",pastelcoh,2762,Pastel  פסטל 🖖,"78651 tatoué dans ma Mémoire

Une Étoile 🇮🇱dans la tête 

Les pieds sur la Planète Marseille  🇫🇷"
789420103787958272,534314524,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",didiercombier,1496,,"""Une certaine idée de la France."" ""Определенная идея Франции"".   LES PREUX, nous les Français qui résistons à ce que veulent nous imposer l'UE et la Finance🇫🇷✝️"
788768207633080320,827151086733635584,1,Boss_Hogue,2027,Marc Hogue,"Francais / English  :  Photos & Vidéos.  Actualités / News. 
 Patriote, Pro-Trump, Anti-Libéral.  Pas toujours PC / Not always PC.  Humour NOIR / DARK Humor  📢",dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
789420103787958272,528890147,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi
788768207633080320,901893722857766912,1,Boss_Hogue,2027,Marc Hogue,"Francais / English  :  Photos & Vidéos.  Actualités / News. 
 Patriote, Pro-Trump, Anti-Libéral.  Pas toujours PC / Not always PC.  Humour NOIR / DARK Humor  📢",Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
789179329854869507,3059051375,1,HeleneLaporteRN,8973,Hélène Laporte,Député français au Parlement Européen / Coordinatrice à la Commission Budget @GroupeID_fr • Membre Commission Économie • Membre du BN @RNational_off• DD RN47,EleonoreBez,8236,Eléonore Bez,"Conseillère régionale #PACA - Vice-présidente du Groupe @rn_paca - Déléguée départementale adjointe du @RNational13, Tête de liste RN 9ème et 10ème #Marseille"
789401785374879744,1260618300,1,DoukhanDavid,607,Paul  Doukhan,ex journaliste militant acharné pour la paix entre arabes et juifs en Israël en France et dans le monde,nicolarsouil,4257,,un peu de partout mais surtout de nulle part
789401785374879744,255122356,1,DoukhanDavid,607,Paul  Doukhan,ex journaliste militant acharné pour la paix entre arabes et juifs en Israël en France et dans le monde,Desertup,4361,Desertup,"Anti impérialiste..donc antisioniste! En arabe, francais et un peu anglais Je m interesse au printemps arabe, palestine"
789401785374879744,464804533,1,DoukhanDavid,607,Paul  Doukhan,ex journaliste militant acharné pour la paix entre arabes et juifs en Israël en France et dans le monde,NasNacera,22167,Nacéra,je suggère des articles #padamalgam à @F_debranche --- Je suis sémite / de race musulmane
789401785374879744,783741839987838976,1,DoukhanDavid,607,Paul  Doukhan,ex journaliste militant acharné pour la paix entre arabes et juifs en Israël en France et dans le monde,islamosympa,6131,islamo-gauchiste,soutien aux gilets jaunes
789401785374879744,871757576,1,DoukhanDavid,607,Paul  Doukhan,ex journaliste militant acharné pour la paix entre arabes et juifs en Israël en France et dans le monde,CollectifPV,935,Collectif Palestine Vaincra,🇵🇸 Collectif de soutien au peuple palestinien
789420103787958272,1030063369968123906,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",LurguieMickael,4060,,"Entrepreneur💼 | Etudiant⚖ | Libre🗺 | Engagé🇫🇷 | Enraciné💒 | Mes tweets n'engagent que moi ☢
*****Compte politique🏛*****"
789420103787958272,1141351087565418496,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",GoldnadelTv,2227,,La WebTV officielle de @GWGoldnadel.
789420103787958272,1152222667761696769,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",PPierrrrre,46,,"Quand c'est bio,  c'est plus cher et il n'y a rien à manger"
789420103787958272,1187670657288552450,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",NoufRaz,257,Raz El Nouf,None
789420103787958272,1199820820278849537,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020
789420103787958272,1635233568,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",BrunoBilde,8453,Bruno Bilde,Député RN du Pas-de-Calais | Conseiller spécial de @MLP_officiel
789420103787958272,225129345,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",Merledesislesjh,36,MERLE des ISLES,None
789420103787958272,2329034473,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",tvlofficiel,49975,,"Compte officiel de la première chaîne d'information alternative de #France. #TVL #Politique #Economie #Santé #Geopolitique 
Soutenez-nous !"
789420103787958272,2752784274,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",MrSmaaashy420,6003,,"Actualités, humour, jolies photos! / News, funny stuff, nice pictures! / 
#cannabis 👍🏻 / NO #FakeNews 🚫 / #MAGA"
789420103787958272,2770357902,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",LeroyPhilippe_,3088,,Adhérent Siel et Cnre
789420103787958272,298133910,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",LeBlogueurLibre,3644,Le Blogueur Libre ن,Je ne réponds pas aux abrutis. C’est bien pour ça que je ne réponds jamais à mes tweets ! Je dis beaucoup de conneries & j’en répète aussi… LOL #anticonformiste
789420103787958272,304858372,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",lorquaphilip,3955,Maximus Decimus,"Général des armées romaines, commandant des légions Félix..."
789420103787958272,3244657456,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",ikhthus_,1581,ikhthús,"Nous vénérons le Christ parce qu’il est le Fils de Dieu, et nous aimons les martyrs parce qu’ils sont les disciples et les imitateurs du Seigneur."
789420103787958272,3337295067,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",CMARTYLUSO1,5535,CMARTYLUSO🎗♌🇵🇹🇫🇷 Z #Matricule158,"Penseur Libre & Transgresseur
ZEN Attitude
Détachement suivant Me. Eckhart
Respect & ALTÉRITÉ
Suivi par @NicolasSarkozy
@DidierMaisto @ivanrioufol"
789420103787958272,396790309,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",GuillaumeDeKas,3340,Guillaume Fiché 5837 ♦️,"«L’Etat, c’est le + froid de tous les monstres froids: il ment froidement et voici le mensonge qui rampe de sa bouche: Moi l’État, je suis le peuple». Nietzsche"
789420103787958272,456777022,1,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
771229248,1153273982168313857,1,pajual57,767,,"Que cette bannière flotte au vent 🇫🇷 Vive la FRANCE. C est notre pays, on le respecte. 33 ans de @gendarmerie. Maintenant en retraite. Nancéien et fier",raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-"
789773474114011137,789420103787958272,1,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité""."
723996356,255122356,1,naiim75012,6280,Le Déradicaliste,"Consultant en prévention de la radicalisation . 
Détecteur de signaux faibles 
#DéradicalisationExpress
#DéradicalisationSurMesure",Desertup,4361,Desertup,"Anti impérialiste..donc antisioniste! En arabe, francais et un peu anglais Je m interesse au printemps arabe, palestine"
718758087105056768,2766104690,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",ObservateursCH,5560,Les Observateurs,Une vision de l'actualité libérée de la pensée unique. #Réinformation https://www.facebook.com/LesObservateurs.ch?fref=ts
718758087105056768,299730426,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",JFVARS,794,,"Je tiens ce monde pour ce qu'il est : un théâtre où chacun doit jouer son rôle  Le Marchand de Venise, Shakespeare."
718758087105056768,528890147,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi
718758087105056768,727425382169849856,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr
718758087105056768,826324482272944128,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",imedmagroune2,5740,Imed Magroune #11Janvier2020🇫🇷,"IT Engineer. IoT Designer. In science I trust.
Et accessoirement fiché L."
718758087105056768,826414635783958528,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. "
718758087105056768,838012831530352640,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",FCOUILBAULT1,9037,,"Avocat au Barreau de Paris 
/ Docteur en droit"
718758087105056768,87886754,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains"
718758087105056768,901893722857766912,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
723841123546968065,1166130295,1,BarbetZeid,41,,None,Barberis888,6965,✝️Mima🇫🇷🇮🇹,"""Je suis Michel, le gardien de la France,
grand général au royaume des Cieux.
Jusqu’aux enfers j’exerce ma puissance,
et le démon est tout envieux."""
723996356,1628028361,1,naiim75012,6280,Le Déradicaliste,"Consultant en prévention de la radicalisation . 
Détecteur de signaux faibles 
#DéradicalisationExpress
#DéradicalisationSurMesure",RomainCaillet,52526,Romain Caillet,Chercheur et consultant sur les questions islamistes
723996356,38142665,1,naiim75012,6280,Le Déradicaliste,"Consultant en prévention de la radicalisation . 
Détecteur de signaux faibles 
#DéradicalisationExpress
#DéradicalisationSurMesure",le_Parisien,2321714,Le Parisien,"Le Parisien-Aujourd'hui en France, 1er quotidien généraliste de France"
734820337,17448148,1,FaouenMonique,3092,,Laissez la haine à ceux qui sont trop faibles pour AIMER - M.L.King 💖 Soyez le changement que vous voulez voir dans le monde - Gandhi 💝,aurelien_veron,8497,Aurélien Véron,"Candidat à la mairie de Paris Centre (1er, 2e, 3e et 4e arrdt), rassemblement du centre & de la droite avec Rachida Dati - Vice-president d’Objectif France"
723996356,515611608,1,naiim75012,6280,Le Déradicaliste,"Consultant en prévention de la radicalisation . 
Détecteur de signaux faibles 
#DéradicalisationExpress
#DéradicalisationSurMesure",Lawsanddisorder,7179,Vincent Ollivier,"Avocat, auteur, créateur de droits ou témoin de leur disparition."
723996356,776159941,1,naiim75012,6280,Le Déradicaliste,"Consultant en prévention de la radicalisation . 
Détecteur de signaux faibles 
#DéradicalisationExpress
#DéradicalisationSurMesure",nathmaza,2164,Mohamed Nathmaza,"Professeur de mathématiques. Militant associatif dans le secteur éducatif, du logiciel libre et de la justice pour le peuple palestinien."
723996356,818581518683492352,1,naiim75012,6280,Le Déradicaliste,"Consultant en prévention de la radicalisation . 
Détecteur de signaux faibles 
#DéradicalisationExpress
#DéradicalisationSurMesure",MrsGinie,32,MrsGinie,"self-esteem, black and beautiful , be proud"
726379858247430145,827151086733635584,1,joelpeppone1,1696,,Allergique à la Macronie. Pour la Patrie l'honneur et le droit. 🇨🇵🇮🇹 🇮🇪🇸🇪 🇬🇧🇺🇸 ☨ 🇨🇦🛡️⚖️. Vomis le Néo Libéralisme et ses Guerres,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
726379858247430145,901893722857766912,1,joelpeppone1,1696,,Allergique à la Macronie. Pour la Patrie l'honneur et le droit. 🇨🇵🇮🇹 🇮🇪🇸🇪 🇬🇧🇺🇸 ☨ 🇨🇦🛡️⚖️. Vomis le Néo Libéralisme et ses Guerres,Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
727425382169849856,1022791577830338560,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,ActusPays,6474,Lisa en direct 🌏🌍🌎,"Rédac chef de http://Infosplanetaires.com.
https://fr.tipeee.com/infosplanetaires.com
Ex. JRI pour une web tv fi. et pour les chaînes parlementaires."
727425382169849856,1025911791061278721,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,_barbiana___,8814,molière,16. @stormzy
727425382169849856,1043410125774626816,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,actu_phone,11413,,✨🌍🌏Actualités du jour🌟ACTUWORLD 🌟Compte OFFICIEL. ✨Regroupement informations journalières du monde entier🌍Partenaire👉@jeffdelevens👇
727425382169849856,1096981528842829828,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,SabrinaOnBoard,2879,Sabrina En Grève ©️,Chaque jour qui passe nous rapproche de la guerre civile 🗺
727425382169849856,111676962,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,Fregono,4260,"Fregono du Berry, Gaulois réfractaire","""Ne pas subir"" ! 
Jean de Lattre de Tassigny Maréchal de France"
727425382169849856,1118160998995832832,1,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr,VCemoi,582,,lisse lame : ♿️♿️♿️🚮🚮🚮
718758087105056768,1389044180,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?"
718758087105056768,1209076624777523201,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",VivienG2610,35,,"▪ Gaulliste ☨ | Chrétien ✝️ 
▪ Conseiller Inter-Quartiers de Caen 👨‍💼
▪ Engagé en politique pour la France  🇫🇷 #LR | #AvecAubert | #AuNomdelaFrance"
718758087105056768,1146790522469720064,1,ApresMacron,2114,jean luc deback,"A quoi Macron nous prépare t-il exactement?
A la soumission à l'Islam, à la dislocation irréparable de la France ou à la guerre civile?
J'ai un doute.",TedeschiMarie1,389,Tedeschi Marie,"FAIRE plutôt que DIRE.
VOLONTÉ POUR LA FRANCE.
SOBRIÉTÉ, DISCRÉTION.
TOUT CE QU'IL MANQUE."
708382559403712514,960903216920780800,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,alexkzdtsh,602,,"J'avais 17 ans mais mtn j'ai 18 pcq fuck le 17


IG: http://instagram.com/tchillmonger/

🇧🇮🇨🇩"
703956100098486272,3373762791,1,BetraMaurice,1342,,None,GWGoldnadel,89338,G-William Goldnadel,"Avocat, essayiste, président d'Avocats sans frontières. Chroniqueur au Figaro et aux @GG_RMC . Fondateur de @GoldnadelTv et décodeur patenté de France Inter"
703956100098486272,33962372,1,BetraMaurice,1342,,None,ChLECHEVALIER,20951,Ch.LECHEVALIER,"Gaulliste, ex-RPR / DLR, avec Marine en Ille & Vilaine. Conseiller Régional BzH, Pr Agrégé ; Ancien Elève de l'EN3S ; Licencié en Histoire, DEA de Droit Civil"
703956100098486272,4396192155,1,BetraMaurice,1342,,None,marionparis7583,1592,MarionParis,Toutiphobe. Matricule 1615
703956100098486272,554485198,1,BetraMaurice,1342,,None,_Stalker_69_,35839,Stalker,«Le Stalker (ou Traqueur en VF) est une unité de combat très mobile et capable d'attaquer à distance»
705746188063084544,254502535,1,VigilanceIslam,2125,,None,islamisationfr,9297,,"Observatoire de l'islamisation- dirigé par  Joachim Véliocas , auteur d'essais et analyste."
705746188063084544,304858372,1,VigilanceIslam,2125,,None,lorquaphilip,3955,Maximus Decimus,"Général des armées romaines, commandant des légions Félix..."
705746188063084544,440914834,1,VigilanceIslam,2125,,None,JulienOdoul,19614,,Président du groupe @RN_BFC de @bfc_region | Membre du Bureau National du #RN | Délégué de @MLP_officiel dans l'#Yonne | Candidat à la mairie de #Sens
705746188063084544,493391629,1,VigilanceIslam,2125,,None,W_Alhusseini,46204,Waleed Al-husseini,"Essayiste et Écrivain, fondateur du Conseil des ex-musulmans de France. Essayist, Writer, founder of Council of Ex-Muslims of France."
705746188063084544,826414635783958528,1,VigilanceIslam,2125,,None,LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. "
705746188063084544,840670437050875904,1,VigilanceIslam,2125,,None,BBR4369,7647,BBR#JaimeMaFrance ✊🇫🇷❤️,"A Tous Mes Ennemis, ne me Jugez pas.
Que feriez-vous à ma Place?#JaimeMaFrance #LesRiensDeFrance #CouleursPatriotes #JaimeMonPatrimoineDeFrance"
70663511,2291358116,1,m6info,45938,M6info,L'information des rédactions @m6 et @rtlfrance en continu #12h45 #19h45 #RTLMatin,Henda_Ayari,28387,Henda Ayari,"Écrivain,conférencière,présidente de l'association Libératrices pr la défense des droits des femmes,lutte contre l'islamisme et les discriminations.
J❤la 🇫🇷"
708382559403712514,1007693247907553280,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,REDDESHU,9387,,Martiniquais.
708382559403712514,1029836946540060673,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,KadiQuoi,184,Mortauxvaches,ceux qui me cassent les couilles dans mes mentions syphonez vos morts sur 12 générations merci
708382559403712514,1128067351,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,PhMarliere,14363,Philippe Marlière,Professor of French & European politics. University College London.
708382559403712514,1553476753,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,segodebeauvoir,2986,,asiofem | ♒︎
708382559403712514,17564199,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,Shehhasnoidea,1414,,None
708382559403712514,2218023326,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,AA_Avocats,10449,Arié Alimi Avocats,AAA est un cabinet d'avocats fondé en 2002 spécialisé en                              #DroitImmobilier #DroitPénal #DroitSocial #DroitDesSociétés #BNdelaLDH
708382559403712514,2716981342,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,fentikon,12796,;( JOLIEGARCEGANG👱🏽‍♂️,1st @rihanna & @shayizi stan ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀ insaf💀elina⠀⠀ ⠀⠀#blacklivesmatter
708382559403712514,35723428,1,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w,ItsHopeLowie,20845,Coumbis,Journaliste (entre autres choses)
